,Rooms,Type,Price,Method,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
5140,2,2,323000.0,1,11.2,3073.0,2.0,1.0,1.0,0.0,65.0,1960.0,6,-37.7093,145.0084,2,21650.0
5141,3,0,680000.0,1,11.2,3073.0,3.0,1.0,4.0,527.0,146.0,1965.0,6,-37.6983,144.9941,2,21650.0
5142,2,1,530000.0,1,11.2,3073.0,2.0,1.0,1.0,0.0,106.0,2007.0,6,-37.7141,145.0047,2,21650.0
5143,4,0,786000.0,1,11.2,3073.0,4.0,3.0,1.0,595.0,174.0,2013.0,6,-37.7283,145.0072,2,21650.0
5144,2,2,390000.0,4,11.2,3073.0,2.0,1.0,1.0,122.0,74.0,1980.0,6,-37.7261,144.9961,2,21650.0
5145,3,0,650000.0,1,11.2,3073.0,3.0,1.0,2.0,468.0,92.0,1960.0,6,-37.7184,144.9962,2,21650.0
5146,3,0,540000.0,1,11.2,3073.0,3.0,1.0,2.0,496.0,151.96764988779805,1964.6842169408897,6,-37.7156,144.9825,2,21650.0
5147,3,0,685000.0,1,11.2,3073.0,3.0,1.0,1.0,497.0,151.96764988779805,1964.6842169408897,6,-37.7096,145.0036,2,21650.0
5148,3,0,800000.0,3,11.2,3073.0,3.0,2.0,3.0,574.0,159.0,1955.0,6,-37.722,144.9922,2,21650.0
5149,3,0,830000.0,1,11.2,3073.0,3.0,1.0,2.0,671.0,151.96764988779805,1964.6842169408897,6,-37.7187,145.0127,2,21650.0
5150,2,2,330000.0,0,11.2,3073.0,2.0,1.0,1.0,90.0,64.0,1970.0,6,-37.7295,145.0243,2,21650.0
5151,3,0,539000.0,1,11.2,3073.0,3.0,1.0,1.0,474.0,114.0,1960.0,6,-37.7086,144.9919,2,21650.0
5152,3,0,622500.0,1,11.2,3073.0,3.0,1.0,1.0,456.0,94.0,1960.0,6,-37.7038,145.0281,2,21650.0
5153,4,0,767500.0,1,11.2,3073.0,3.0,2.0,2.0,834.0,129.0,2017.0,6,-37.704,145.0299,2,21650.0
5154,3,0,780000.0,0,11.2,3073.0,3.0,1.0,2.0,464.0,125.0,1920.0,6,-37.7245,145.004,2,21650.0
5155,3,0,668000.0,1,11.2,3073.0,3.0,2.0,1.0,618.0,149.0,1965.0,6,-37.6989,145.0212,2,21650.0
5156,4,0,1215000.0,1,11.2,3073.0,4.0,2.0,4.0,748.0,151.96764988779805,1964.6842169408897,6,-37.7247,145.0096,2,21650.0
5157,3,0,1120000.0,1,11.2,3073.0,3.0,1.0,2.0,744.0,151.96764988779805,1964.6842169408897,6,-37.7285,144.9961,2,21650.0
5158,3,2,470000.0,1,11.2,3073.0,3.0,1.0,2.0,159.0,97.0,1970.0,6,-37.7277,145.0248,2,21650.0
5159,3,0,800000.0,0,11.2,3073.0,3.0,1.0,1.0,858.0,151.96764988779805,1964.6842169408897,6,-37.7075,145.0136,2,21650.0
5160,2,0,1700000.0,0,11.2,3073.0,2.0,1.0,6.0,1041.0,151.96764988779805,1964.6842169408897,6,-37.7152,144.997,2,21650.0
5161,3,0,655000.0,1,11.2,3073.0,3.0,2.0,2.0,456.0,137.0,1970.0,6,-37.7061,145.0308,2,21650.0
5162,3,0,885000.0,1,11.2,3073.0,3.0,1.0,2.0,518.0,151.96764988779805,1964.6842169408897,6,-37.7303,145.0171,2,21650.0
5163,2,0,510000.0,1,11.2,3073.0,2.0,1.0,2.0,268.0,151.96764988779805,1964.6842169408897,6,-37.7113,145.0224,2,21650.0
5164,2,2,440000.0,3,11.2,3073.0,2.0,1.0,1.0,183.0,93.0,1980.0,6,-37.7078,145.033,2,21650.0
5165,3,0,703000.0,1,11.2,3073.0,3.0,2.0,1.0,597.0,120.0,1960.0,6,-37.7066,145.0203,2,21650.0
5166,2,2,424000.0,1,11.2,3073.0,2.0,1.0,1.0,141.0,81.0,1980.0,6,-37.7149,145.0009,2,21650.0
5167,4,0,750000.0,1,11.2,3073.0,4.0,1.0,2.0,747.0,151.96764988779805,1964.6842169408897,6,-37.7054,145.0137,2,21650.0
5168,3,0,613000.0,1,11.2,3073.0,3.0,1.0,2.0,745.0,149.0,1985.0,6,-37.7007,144.9815,2,21650.0
5169,3,0,779000.0,1,11.2,3073.0,3.0,1.0,2.0,945.0,151.96764988779805,1964.6842169408897,6,-37.7027,145.0001,2,21650.0
5170,2,1,425000.0,1,11.2,3073.0,2.0,1.0,1.0,145.0,100.0,1964.6842169408897,6,-37.7284,145.0361,2,21650.0
5171,5,0,791000.0,1,11.2,3073.0,4.0,3.0,1.0,961.0,151.96764988779805,1964.6842169408897,6,-37.7024,144.984,2,21650.0
5172,3,0,475000.0,1,11.2,3073.0,3.0,1.0,1.0,535.0,133.0,1970.0,6,-37.692,144.9781,2,21650.0
5173,3,0,950000.0,1,11.2,3073.0,3.0,2.0,2.0,565.0,120.0,1920.0,6,-37.7196,144.997,2,21650.0
5174,2,2,352000.0,1,11.2,3073.0,2.0,1.0,1.0,0.0,151.96764988779805,1970.0,6,-37.703,145.014,2,21650.0
5175,4,0,730000.0,0,11.2,3073.0,4.0,1.0,2.0,770.0,152.0,1970.0,6,-37.6981,144.9989,2,21650.0
5176,2,0,791000.0,1,11.2,3073.0,2.0,1.0,3.0,720.0,151.96764988779805,1964.6842169408897,6,-37.7076,145.017,2,21650.0
5177,3,0,905000.0,1,11.2,3073.0,3.0,1.0,2.0,950.0,121.0,1960.0,6,-37.7022,145.0078,2,21650.0
5178,2,2,480000.0,1,11.2,3073.0,2.0,2.0,1.0,145.0,145.0,2010.0,6,-37.7053,145.0173,2,21650.0
5179,3,0,767000.0,1,11.2,3073.0,3.0,1.0,2.0,561.0,96.0,1950.0,6,-37.7098,145.0031,2,21650.0
5180,3,0,871000.0,1,11.2,3073.0,3.0,1.0,3.0,614.0,151.96764988779805,1964.6842169408897,6,-37.7276,144.989,2,21650.0
5181,3,2,450000.0,4,11.2,3073.0,3.0,1.0,2.0,179.0,108.0,2002.0,6,-37.7108,145.0289,2,21650.0
5182,3,0,921500.0,1,11.2,3073.0,3.0,2.0,1.0,527.0,177.0,1950.0,6,-37.7238,144.9964,2,21650.0
5183,2,1,490000.0,1,11.2,3073.0,3.0,1.0,1.0,126.0,91.0,2013.0,6,-37.7186,145.0166,2,21650.0
5184,3,0,787000.0,1,11.2,3073.0,3.0,1.0,1.0,563.0,118.0,1940.0,6,-37.7258,145.0129,2,21650.0
5185,2,2,300000.0,4,11.2,3073.0,2.0,1.0,1.0,0.0,55.0,2014.0,6,-37.7112,144.9989,2,21650.0
5186,2,2,335000.0,1,11.2,3073.0,2.0,1.0,1.0,0.0,54.0,2012.0,6,-37.7112,144.9989,2,21650.0
5187,3,0,670500.0,1,11.2,3073.0,3.0,1.0,2.0,654.0,151.96764988779805,1964.6842169408897,6,-37.7229,145.0225,2,21650.0
5188,5,0,1050000.0,1,11.2,3073.0,5.0,2.0,1.0,578.0,151.96764988779805,1964.6842169408897,6,-37.7061,145.0147,2,21650.0
5189,3,2,475000.0,3,11.2,3073.0,3.0,1.0,2.0,521.0,100.0,2010.0,6,-37.7097,144.9912,2,21650.0
5190,2,2,440000.0,3,11.2,3073.0,2.0,1.0,1.0,153.0,87.0,2007.0,6,-37.7098,145.0211,2,21650.0
5191,3,0,851500.0,1,11.2,3073.0,3.0,1.0,1.0,0.0,151.96764988779805,1930.0,6,-37.7217,144.9954,2,21650.0
5192,2,0,623500.0,1,11.2,3073.0,2.0,1.0,0.0,452.0,151.96764988779805,1964.6842169408897,6,-37.7271,145.0009,2,21650.0
5193,4,0,830000.0,0,11.2,3073.0,4.0,1.0,4.0,791.0,151.96764988779805,1964.6842169408897,6,-37.7001,144.9936,2,21650.0
5194,3,0,572000.0,1,11.2,3073.0,3.0,1.0,2.0,41400.0,151.96764988779805,1964.6842169408897,6,-37.7104,145.0257,2,21650.0
5195,3,0,600000.0,1,11.2,3073.0,3.0,2.0,2.0,0.0,151.96764988779805,1964.6842169408897,6,-37.7208,145.0148,2,21650.0
5196,3,0,450000.0,4,11.2,3073.0,2.0,2.0,2.0,185.0,151.96764988779805,1964.6842169408897,6,-37.7211,145.0147,2,21650.0
5197,2,2,525000.0,1,11.2,3073.0,3.0,1.0,2.0,284.0,151.96764988779805,2014.0,6,-37.705,145.0152,2,21650.0
5198,3,0,692500.0,1,11.2,3073.0,3.0,2.0,2.0,803.0,151.96764988779805,1964.6842169408897,6,-37.7086,145.0313,2,21650.0
5199,4,0,790000.0,1,11.2,3073.0,4.0,2.0,2.0,1090.0,151.96764988779805,1964.6842169408897,6,-37.7243,145.0014,2,21650.0
5200,3,0,785000.0,1,11.2,3073.0,3.0,1.0,1.0,719.0,151.96764988779805,1964.6842169408897,6,-37.709,145.0015,2,21650.0
5201,2,0,840000.0,3,11.2,3073.0,2.0,1.0,1.0,714.0,151.96764988779805,1964.6842169408897,6,-37.726,144.9858,2,21650.0
5202,5,0,925000.0,1,11.2,3073.0,5.0,3.0,4.0,922.0,151.96764988779805,1964.6842169408897,6,-37.6961,144.9865,2,21650.0
5203,3,0,700000.0,1,11.2,3073.0,3.0,1.0,1.0,621.0,151.96764988779805,1950.0,6,-37.7195,145.0074,2,21650.0
5204,4,0,801000.0,1,11.2,3073.0,3.0,1.0,2.0,771.0,151.96764988779805,1965.0,6,-37.705,145.0035,2,21650.0
5205,1,2,216000.0,1,11.2,3073.0,2.0,1.0,1.0,0.0,45.0,1970.0,6,-37.7111,144.9919,2,21650.0
5206,1,2,220000.0,1,11.2,3073.0,1.0,1.0,1.0,0.0,45.0,1970.0,6,-37.7111,144.9919,2,21650.0
5207,3,0,866000.0,1,11.2,3073.0,3.0,1.0,2.0,569.0,151.96764988779805,1964.6842169408897,6,-37.7313,145.0224,2,21650.0
5208,2,2,340000.0,4,11.2,3073.0,2.0,1.0,1.0,151.0,80.0,1975.0,6,-37.7126,144.99,2,21650.0
5209,2,0,500250.0,1,11.2,3073.0,2.0,1.0,1.0,425.0,151.96764988779805,1960.0,6,-37.7047,145.0252,2,21650.0
5210,1,0,395000.0,3,11.2,3073.0,1.0,1.0,1.0,94.0,50.0,2014.0,6,-37.7186,145.011,2,21650.0
5211,3,0,810000.0,1,11.2,3073.0,3.0,2.0,3.0,486.0,151.96764988779805,1964.6842169408897,6,-37.7164,145.0048,2,21650.0
5212,2,0,790000.0,1,11.2,3073.0,2.0,1.0,1.0,585.0,97.0,1950.0,6,-37.719,144.9972,2,21650.0
5213,2,2,465000.0,1,11.2,3073.0,2.0,1.0,1.0,111.0,151.96764988779805,1964.6842169408897,6,-37.7128,145.0075,2,21650.0
5214,3,0,601000.0,1,11.2,3073.0,3.0,1.0,2.0,460.0,102.0,1965.0,6,-37.6917,144.9755,2,21650.0
5215,2,0,772000.0,1,11.2,3073.0,2.0,1.0,1.0,0.0,151.96764988779805,1964.6842169408897,6,-37.7106,145.0138,2,21650.0
5216,2,0,968000.0,1,11.2,3073.0,2.0,1.0,2.0,631.0,151.96764988779805,1964.6842169408897,6,-37.7211,145.0195,2,21650.0
5217,3,0,928000.0,1,11.2,3073.0,3.0,1.0,1.0,696.0,151.96764988779805,1964.6842169408897,6,-37.7218,145.015,2,21650.0
5218,2,2,300000.0,1,11.2,3073.0,2.0,1.0,1.0,87.0,62.0,1970.0,6,-37.7174,145.0016,2,21650.0
5219,2,1,420000.0,4,11.2,3073.0,2.0,1.0,2.0,153.0,107.0,2003.0,6,-37.702,145.0324,2,21650.0
5220,4,0,885000.0,1,11.2,3073.0,4.0,2.0,3.0,936.0,262.0,1985.0,6,-37.7021,145.0178,2,21650.0
5221,2,2,240000.0,0,11.2,3073.0,2.0,1.0,1.0,82.0,151.96764988779805,1970.0,6,-37.6983,145.0104,2,21650.0
5222,3,0,815000.0,1,11.2,3073.0,3.0,1.0,2.0,550.0,557.0,1965.0,6,-37.7208,144.9887,2,21650.0
5223,3,0,882500.0,1,11.2,3073.0,3.0,2.0,2.0,681.0,135.0,1940.0,6,-37.7217,145.0163,2,21650.0
5224,3,0,793000.0,1,11.2,3073.0,3.0,1.0,2.0,589.0,128.0,1950.0,6,-37.7195,144.9982,2,21650.0
5225,3,0,550000.0,0,11.2,3073.0,3.0,2.0,2.0,260.0,128.0,2006.0,6,-37.7106,145.0225,2,21650.0
5226,2,2,477000.0,1,11.2,3073.0,2.0,1.0,2.0,115.0,151.96764988779805,1964.6842169408897,6,-37.7156,144.9977,2,21650.0
5227,2,2,433000.0,1,11.2,3073.0,2.0,1.0,1.0,236.0,72.0,2012.0,6,-37.6984,144.9997,2,21650.0
5228,3,2,672000.0,1,11.2,3073.0,3.0,1.0,2.0,855.0,151.96764988779805,1964.6842169408897,6,-37.7328,145.0348,2,21650.0
5229,2,0,680000.0,1,11.2,3073.0,2.0,1.0,1.0,750.0,92.0,1960.0,6,-37.7089,145.0192,2,21650.0
5230,3,0,751000.0,1,11.2,3073.0,3.0,1.0,2.0,604.0,151.96764988779805,1940.0,6,-37.723,145.0024,2,21650.0
5231,3,0,851000.0,1,11.2,3073.0,3.0,1.0,1.0,826.0,101.0,1960.0,6,-37.7013,145.0244,2,21650.0
5232,3,0,777000.0,1,11.2,3073.0,3.0,1.0,2.0,480.0,151.96764988779805,1964.6842169408897,6,-37.7265,144.9918,2,21650.0
5233,4,0,1162000.0,1,11.2,3073.0,4.0,3.0,4.0,695.0,151.96764988779805,1964.6842169408897,6,-37.7264,145.0198,2,21650.0
5234,3,0,620000.0,3,11.2,3073.0,3.0,1.0,2.0,653.0,151.96764988779805,1964.6842169408897,6,-37.7108,145.0156,2,21650.0
5235,3,0,1025000.0,1,11.2,3073.0,3.0,1.0,4.0,670.0,134.0,1935.0,6,-37.7242,145.0154,2,21650.0
5236,3,0,762500.0,1,11.2,3073.0,3.0,1.0,2.0,677.0,151.96764988779805,1964.6842169408897,6,-37.7101,144.9999,2,21650.0
5237,3,0,832000.0,1,11.2,3073.0,3.0,1.0,2.0,496.0,151.96764988779805,1964.6842169408897,6,-37.7263,145.0003,2,21650.0
5238,5,0,820000.0,3,11.2,3073.0,5.0,2.0,2.0,737.0,150.0,1964.6842169408897,6,-37.7306,145.0242,2,21650.0
5239,3,0,784000.0,1,11.2,3073.0,3.0,1.0,2.0,602.0,162.0,1970.0,6,-37.7115,145.0009,2,21650.0
5240,4,0,1186000.0,3,11.2,3073.0,4.0,1.0,2.0,895.0,188.0,1940.0,6,-37.7285,144.9964,2,21650.0
5241,3,0,665000.0,1,11.2,3073.0,3.0,1.0,1.0,467.0,151.96764988779805,1964.6842169408897,6,-37.7219,144.9892,2,21650.0
5242,2,2,405000.0,1,11.2,3073.0,2.0,1.0,1.0,121.0,151.96764988779805,1965.0,6,-37.7146,145.001,2,21650.0
5243,2,2,431000.0,1,11.2,3073.0,2.0,1.0,1.0,139.0,151.96764988779805,1975.0,6,-37.7175,145.0,2,21650.0
5244,4,0,885000.0,1,11.2,3073.0,4.0,2.0,2.0,508.0,141.0,1950.0,6,-37.7129,145.0047,2,21650.0
5245,3,0,718500.0,1,11.2,3073.0,3.0,1.0,6.0,807.0,133.0,1975.0,6,-37.704,144.9864,2,21650.0
5246,5,0,762500.0,1,11.2,3073.0,3.0,2.0,2.0,548.0,285.0,1990.0,6,-37.7099,145.0333,2,21650.0
5247,3,0,737000.0,1,11.2,3073.0,2.0,3.0,6.0,957.0,151.96764988779805,1964.6842169408897,6,-37.7012,145.0069,2,21650.0
5248,3,0,810000.0,1,11.2,3073.0,3.0,2.0,2.0,279.0,151.96764988779805,1964.6842169408897,6,-37.7192,144.9971,2,21650.0
5249,2,0,610000.0,1,11.2,3073.0,3.0,1.0,2.0,383.0,103.0,1970.0,6,-37.7103,145.0037,2,21650.0
5250,2,2,430000.0,1,11.2,3073.0,2.0,1.0,1.0,152.0,151.96764988779805,1964.6842169408897,6,-37.7173,144.9976,2,21650.0
5251,2,0,730000.0,4,11.2,3073.0,2.0,1.0,2.0,637.0,151.96764988779805,1964.6842169408897,6,-37.7207,145.0196,2,21650.0
5252,4,0,680000.0,1,11.2,3073.0,4.0,1.0,2.0,561.0,134.0,1960.0,6,-37.696999999999996,144.9989,2,21650.0
5253,3,0,705000.0,1,11.2,3073.0,3.0,1.0,1.0,437.0,151.96764988779805,1930.0,6,-37.7291,145.02100000000004,2,21650.0
5254,3,0,705000.0,1,11.2,3073.0,3.0,1.0,3.0,513.0,151.96764988779805,1964.6842169408897,6,-37.7243,144.9883,2,21650.0
5255,2,2,390000.0,3,11.2,3073.0,2.0,1.0,1.0,133.0,65.0,2012.0,6,-37.6983,144.9998,2,21650.0
5256,2,0,937000.0,1,2.6,3121.0,2.0,1.0,1.0,125.0,103.0,1950.0,31,-37.8106,144.994,2,14949.0
5257,3,0,1260000.0,1,2.6,3121.0,2.0,1.0,0.0,203.0,81.0,1900.0,31,-37.8166,144.9945,2,14949.0
5258,3,1,1236000.0,1,2.6,3121.0,3.0,2.0,1.0,675.0,151.96764988779805,1964.6842169408897,31,-37.8206,145.0003,2,14949.0
5259,2,2,540000.0,0,2.6,3121.0,2.0,2.0,1.0,656.0,151.96764988779805,1964.6842169408897,31,-37.8195,145.0103,2,14949.0
5260,2,2,795250.0,1,2.6,3121.0,2.0,1.0,2.0,0.0,85.0,1997.0,31,-37.8164,145.0136,2,14949.0
5261,2,2,582000.0,1,2.6,3121.0,2.0,1.0,1.0,0.0,75.0,2001.0,31,-37.824,144.9918,2,14949.0
5262,1,2,500000.0,3,2.6,3121.0,1.0,1.0,1.0,0.0,151.96764988779805,1964.6842169408897,31,-37.8226,145.013,2,14949.0
5263,3,0,1600000.0,1,2.6,3121.0,3.0,2.0,1.0,115.0,151.96764988779805,1964.6842169408897,31,-37.8163,144.9984,2,14949.0
5264,3,0,2180000.0,0,2.6,3121.0,3.0,2.0,2.0,345.0,151.96764988779805,1964.6842169408897,31,-37.8159,144.994,2,14949.0
5265,1,2,370000.0,1,2.6,3121.0,1.0,1.0,1.0,502.0,38.0,1950.0,31,-37.8214,144.9997,2,14949.0
5266,4,0,3335000.0,1,2.6,3121.0,4.0,2.0,2.0,319.0,151.96764988779805,1893.0,31,-37.8244,145.0044,2,14949.0
5267,2,0,935000.0,1,2.6,3121.0,2.0,1.0,1.0,67.0,151.96764988779805,1998.0,31,-37.8159,145.0033,2,14949.0
5268,3,0,1102000.0,1,2.6,3121.0,3.0,2.0,0.0,194.0,151.96764988779805,1964.6842169408897,31,-37.8265,145.0022,2,14949.0
5269,1,2,437500.0,3,2.6,3121.0,1.0,1.0,1.0,778.0,151.96764988779805,2013.0,31,-37.8177,144.9972,2,14949.0
5270,1,2,421000.0,3,2.6,3121.0,1.0,1.0,1.0,8223.0,57.0,2012.0,31,-37.8127,145.0094,2,14949.0
5271,2,2,479000.0,1,2.6,3121.0,2.0,1.0,1.0,534.0,151.96764988779805,1970.0,31,-37.8123,145.0081,2,14949.0
5272,5,0,3200000.0,3,2.6,3121.0,5.0,3.0,3.0,618.0,260.0,1890.0,31,-37.8157,145.0073,2,14949.0
5273,2,2,479000.0,1,2.6,3121.0,2.0,1.0,1.0,0.0,62.0,1970.0,31,-37.8258,145.0057,2,14949.0
5274,2,0,1042500.0,1,2.6,3121.0,2.0,1.0,1.0,80.0,151.96764988779805,1964.6842169408897,31,-37.8126,145.004,2,14949.0
5275,2,2,655000.0,0,2.6,3121.0,2.0,1.0,1.0,1725.0,69.0,2005.0,31,-37.8174,144.9949,2,14949.0
5276,2,0,1130000.0,1,2.6,3121.0,2.0,2.0,3.0,114.0,151.96764988779805,1964.6842169408897,31,-37.8212,145.005,2,14949.0
5277,2,2,561000.0,1,2.6,3121.0,2.0,1.0,1.0,2571.0,66.0,2013.0,31,-37.8198,145.005,2,14949.0
5278,2,2,635000.0,1,2.6,3121.0,2.0,2.0,1.0,2740.0,76.0,2003.0,31,-37.8231,144.9906,2,14949.0
5279,3,0,1010000.0,0,2.6,3121.0,3.0,1.0,1.0,199.0,105.0,1900.0,31,-37.8193,144.9993,2,14949.0
5280,2,0,1025000.0,1,2.6,3121.0,2.0,1.0,1.0,169.0,92.0,1900.0,31,-37.8235,145.0035,2,14949.0
5281,2,0,1102000.0,1,2.6,3121.0,2.0,1.0,1.0,167.0,151.96764988779805,1964.6842169408897,31,-37.8255,145.0013,2,14949.0
5282,2,2,550000.0,3,2.6,3121.0,2.0,1.0,2.0,0.0,68.0,2000.0,31,-37.815,145.0089,2,14949.0
5283,3,0,1152500.0,1,2.6,3121.0,3.0,2.0,1.0,78.0,151.96764988779805,1964.6842169408897,31,-37.8154,145.0061,2,14949.0
5284,4,0,1375000.0,1,2.6,3121.0,4.0,2.0,2.0,58.0,158.0,2007.0,31,-37.817,145.0135,2,14949.0
5285,3,0,1422000.0,1,2.6,3121.0,3.0,1.0,0.0,339.0,151.96764988779805,1964.6842169408897,31,-37.8215,145.0102,2,14949.0
5286,2,0,1506000.0,1,2.6,3121.0,2.0,2.0,1.0,220.0,131.0,1920.0,31,-37.8284,144.9989,2,14949.0
5287,3,0,1350000.0,0,2.6,3121.0,3.0,1.0,2.0,332.0,116.0,1940.0,31,-37.8131,145.005,2,14949.0
5288,3,0,1090000.0,1,2.6,3121.0,3.0,1.0,3.0,283.0,151.96764988779805,1964.6842169408897,31,-37.8127,145.0073,2,14949.0
5289,1,2,405000.0,0,2.6,3121.0,1.0,1.0,1.0,7455.0,53.0,2005.0,31,-37.821999999999996,145.0104,2,14949.0
5290,1,2,327000.0,1,2.6,3121.0,1.0,1.0,1.0,0.0,43.0,2012.0,31,-37.8127,145.0094,2,14949.0
5291,3,0,1474000.0,3,2.6,3121.0,3.0,1.0,0.0,238.0,94.0,1900.0,31,-37.8167,144.9977,2,14949.0
5292,3,0,1555000.0,1,2.6,3121.0,3.0,1.0,0.0,250.0,115.0,1900.0,31,-37.8167,144.9978,2,14949.0
5293,1,2,500000.0,4,2.6,3121.0,1.0,1.0,1.0,0.0,52.0,2013.0,31,-37.8198,145.005,2,14949.0
5294,2,2,815000.0,1,2.6,3121.0,2.0,2.0,2.0,0.0,151.96764988779805,1964.6842169408897,31,-37.8187,145.0079,2,14949.0
5295,1,2,345000.0,1,2.6,3121.0,1.0,1.0,0.0,0.0,151.96764988779805,1970.0,31,-37.8211,144.9955,2,14949.0
5296,1,2,345000.0,0,2.6,3121.0,1.0,1.0,1.0,8223.0,45.0,2012.0,31,-37.8127,145.0094,2,14949.0
5297,3,0,1275000.0,0,2.6,3121.0,3.0,1.0,2.0,204.0,128.0,1900.0,31,-37.8285,145.0022,2,14949.0
5298,3,0,1150000.0,4,2.6,3121.0,3.0,1.0,0.0,176.0,92.0,1900.0,31,-37.8116,145.0042,2,14949.0
5299,4,0,950000.0,4,2.6,3121.0,4.0,1.0,0.0,254.0,124.0,1890.0,31,-37.8201,144.9898,2,14949.0
5300,2,0,270000.0,0,2.6,3121.0,2.0,1.0,1.0,0.0,60.0,2004.0,31,-37.8231,144.9906,2,14949.0
5301,1,2,439000.0,3,2.6,3121.0,1.0,1.0,1.0,3516.0,56.0,2011.0,31,-37.8183,144.9979,2,14949.0
5302,2,2,695000.0,1,2.6,3121.0,2.0,1.0,2.0,0.0,68.0,1997.0,31,-37.8333,144.998,2,14949.0
5303,2,2,512000.0,1,2.6,3121.0,2.0,1.0,1.0,0.0,61.0,1970.0,31,-37.8198,144.996,2,14949.0
5304,2,1,855000.0,1,2.6,3121.0,2.0,1.0,1.0,92.0,115.0,1970.0,31,-37.815,145.00799999999995,2,14949.0
5305,2,2,1040000.0,1,2.6,3121.0,3.0,2.0,2.0,0.0,95.0,2013.0,31,-37.8198,145.005,2,14949.0
5306,1,2,342000.0,1,2.6,3121.0,1.0,1.0,1.0,0.0,1.0,1970.0,31,-37.8214,144.9896,2,14949.0
5307,1,2,681000.0,1,2.6,3121.0,1.0,1.0,1.0,0.0,50.0,2004.0,31,-37.8231,144.9906,2,14949.0
5308,2,0,900000.0,0,2.6,3121.0,2.0,1.0,0.0,95.0,63.0,1900.0,31,-37.8193,144.9976,2,14949.0
5309,3,0,1250000.0,1,2.6,3121.0,3.0,2.0,1.0,120.0,126.0,2010.0,31,-37.8243,145.0034,2,14949.0
5310,2,0,990000.0,1,2.6,3121.0,2.0,1.0,1.0,117.0,75.0,1900.0,31,-37.812,144.9939,2,14949.0
5311,2,0,1189000.0,1,2.6,3121.0,2.0,1.0,0.0,158.0,110.0,1900.0,31,-37.8232,145.0002,2,14949.0
5312,2,0,1220000.0,1,2.6,3121.0,2.0,1.0,1.0,166.0,88.0,1900.0,31,-37.8245,144.9933,2,14949.0
5313,2,0,1220000.0,1,2.6,3121.0,2.0,1.0,1.0,80.0,151.96764988779805,1964.6842169408897,31,-37.8213,145.005,2,14949.0
5314,3,0,1100000.0,1,2.6,3121.0,3.0,1.0,0.0,162.0,81.0,1915.0,31,-37.8241,145.0015,2,14949.0
5315,3,0,1346000.0,1,2.6,3121.0,3.0,1.0,0.0,187.0,151.96764988779805,1964.6842169408897,31,-37.8169,144.996,2,14949.0
5316,2,2,450000.0,0,2.6,3121.0,2.0,1.0,1.0,0.0,66.0,2000.0,31,-37.8173,144.9965,2,14949.0
5317,2,0,1340000.0,1,2.6,3121.0,2.0,1.0,0.0,178.0,151.96764988779805,1964.6842169408897,31,-37.8289,144.9992,2,14949.0
5318,2,0,1421000.0,1,2.6,3121.0,2.0,1.0,0.0,196.0,151.96764988779805,1964.6842169408897,31,-37.8254,145.0,2,14949.0
5319,3,0,1074000.0,1,2.6,3121.0,3.0,1.0,0.0,245.0,140.0,1900.0,31,-37.8138,144.9921,2,14949.0
5320,3,0,1205000.0,1,2.6,3121.0,3.0,1.0,0.0,164.0,151.96764988779805,1964.6842169408897,31,-37.8198,144.9979,2,14949.0
5321,2,1,1430000.0,1,2.6,3121.0,2.0,2.0,2.0,153.0,125.0,2004.0,31,-37.8209,145.0055,2,14949.0
5322,3,0,1465000.0,1,2.6,3121.0,3.0,2.0,2.0,233.0,170.0,1993.0,31,-37.8122,144.9937,2,14949.0
5323,2,2,391000.0,3,2.6,3121.0,2.0,1.0,1.0,0.0,51.0,1965.0,31,-37.812,145.0029,2,14949.0
5324,2,0,1035000.0,1,2.6,3121.0,2.0,1.0,0.0,108.0,151.96764988779805,1900.0,31,-37.8251,144.9959,2,14949.0
5325,2,2,530000.0,1,2.6,3121.0,2.0,1.0,1.0,0.0,151.96764988779805,1965.0,31,-37.8236,145.009,2,14949.0
5326,2,1,930000.0,1,2.6,3121.0,2.0,1.0,1.0,97.0,85.0,2004.0,31,-37.814,145.002,2,14949.0
5327,3,0,1182000.0,1,2.6,3121.0,3.0,1.0,1.0,199.0,110.0,1920.0,31,-37.8139,145.0039,2,14949.0
5328,2,0,777500.0,0,2.6,3121.0,2.0,1.0,1.0,151.0,76.0,1900.0,31,-37.8171,145.009,2,14949.0
5329,3,0,1115000.0,1,2.6,3121.0,3.0,2.0,2.0,129.0,120.0,1980.0,31,-37.824,145.0052,2,14949.0
5330,3,2,760000.0,3,2.6,3121.0,3.0,2.0,1.0,0.0,120.0,2005.0,31,-37.8331,144.9975,2,14949.0
5331,2,2,640000.0,3,2.6,3121.0,2.0,1.0,2.0,0.0,69.0,2000.0,31,-37.8173,144.9965,2,14949.0
5332,3,0,1710000.0,0,2.6,3121.0,4.0,2.0,2.0,202.0,151.96764988779805,1964.6842169408897,31,-37.8241,144.9934,2,14949.0
5333,3,0,1420000.0,1,2.6,3121.0,3.0,1.0,0.0,198.0,119.0,1890.0,31,-37.8225,145.0007,2,14949.0
5334,1,2,390000.0,1,2.6,3121.0,1.0,1.0,1.0,0.0,40.0,2011.0,31,-37.8195,145.0103,2,14949.0
